image_name,prompt_a,prompt_b,prompt_c,negative_prompt,guidance_scale,beta,log_weight,Adapter_A,Adapter_B,StrengthA,StrengthB,clip_score,laion_score
190.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1871.734375,,,,,30.43768310546875,7.338006496429443
191.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-2040.5625,,,,,31.430524826049805,8.26954174041748
192.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1791.84375,,,,,30.22389030456543,7.965374946594238
193.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-2116.5546875,,,,,28.306119918823242,7.694423675537109
194.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1617.3828125,,,,,31.513219833374023,8.183574676513672
195.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1467.171875,,,,,30.741504669189453,7.146222114562988
196.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1553.2265625,,,,,29.604244232177734,7.634896755218506
197.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1843.4296875,,,,,30.75266456604004,7.7383246421813965
198.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1567.75,,,,,29.77830696105957,8.025985717773438
199.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1646.7578125,,,,,30.728404998779297,7.6329755783081055
200.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1826.203125,,,,,31.227624893188477,8.170160293579102
201.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1762.8984375,,,,,31.138778686523438,7.927204608917236
202.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1706.1875,,,,,29.168575286865234,7.718105792999268
203.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1566.3046875,,,,,31.587337493896484,8.149646759033203
